stock,date,average_sentiment_score,dominant_sentiment_average,bullish_articles,bearish_articles,neutral_articles,dominant_sentiment_majority,num_articles_fetched
BTC,11/9/2021,0.078030133,bullish,16,1,17,neutral,34
AAPL,11/10/2021,0.136764706,bullish,9,1,7,bullish,17
MSFT,11/10/2021,0.068759019,bullish,4,1,9,neutral,14
GOOGL,11/10/2021,0.05169584,bullish,7,3,13,neutral,23
AMZN,11/10/2021,0.11518759,bullish,5,1,6,neutral,12
NVDA,11/10/2021,0.126555024,bullish,10,0,9,bullish,19
META,11/10/2021,0.077045455,bullish,10,0,14,neutral,24
TSLA,11/10/2021,0.014069264,neutral,5,3,13,neutral,21
BTC,11/10/2021,0.073694215,bullish,16,1,27,neutral,44
AAPL,11/11/2021,0.133351371,bullish,8,1,5,bullish,14
MSFT,11/11/2021,0.05033855,bullish,4,2,7,neutral,13
GOOGL,11/11/2021,0.046891363,neutral,7,5,9,neutral,21
AMZN,11/11/2021,0.012847222,neutral,2,1,9,neutral,12
NVDA,11/11/2021,0.096255411,bullish,5,0,9,neutral,14
META,11/11/2021,0.037598204,neutral,9,3,15,neutral,27
TSLA,11/11/2021,0.029180952,neutral,8,2,15,neutral,25
BTC,11/11/2021,0.059299195,bullish,11,3,24,neutral,38
AAPL,11/12/2021,0.06482684,bullish,6,3,5,bullish,14
MSFT,11/12/2021,0.053408369,bullish,6,2,7,neutral,15
GOOGL,11/12/2021,-0.013494125,neutral,3,4,14,neutral,21
AMZN,11/12/2021,0.042234432,neutral,4,0,9,neutral,13
NVDA,11/12/2021,0.088484848,bullish,4,1,6,neutral,11
META,11/12/2021,0.05133189,bullish,10,3,17,neutral,30
TSLA,11/12/2021,0.022625108,neutral,9,4,12,neutral,25
BTC,11/12/2021,0.048434066,neutral,5,1,20,neutral,26
AAPL,11/15/2021,0.042910927,neutral,3,0,8,neutral,11
MSFT,11/15/2021,0.007805435,neutral,2,1,9,neutral,12
GOOGL,11/15/2021,0.074675926,bullish,11,2,5,bullish,18
AMZN,11/15/2021,-0.023015873,neutral,1,1,7,neutral,9
NVDA,11/15/2021,0.066666667,bullish,1,0,4,neutral,5
META,11/15/2021,0.074867875,bullish,9,1,12,neutral,22
TSLA,11/15/2021,0.065369875,bullish,8,0,9,neutral,17
BTC,11/15/2021,0.100019677,bullish,12,0,10,bullish,22
AAPL,11/16/2021,0.085676768,bullish,7,0,8,neutral,15
MSFT,11/16/2021,0.076482406,bullish,6,0,7,neutral,13
GOOGL,11/16/2021,0.06717803,bullish,8,0,12,neutral,20
AMZN,11/16/2021,0.042195767,neutral,4,4,10,neutral,18
NVDA,11/16/2021,0.041666667,neutral,1,0,7,neutral,8
META,11/16/2021,0.06002803,bullish,9,1,15,neutral,25
TSLA,11/16/2021,0.103900313,bullish,12,1,5,bullish,18
BTC,11/16/2021,0.063432623,bullish,13,3,23,neutral,39
AAPL,11/17/2021,0.194480519,bullish,9,0,3,bullish,12
MSFT,11/17/2021,0.088647186,bullish,6,0,8,neutral,14
GOOGL,11/17/2021,0.08910124,bullish,8,0,14,neutral,22
AMZN,11/17/2021,0.086190476,bullish,5,3,6,neutral,14
NVDA,11/17/2021,-0.030555556,bearish,0,2,4,neutral,6
META,11/17/2021,0.052949495,bullish,9,0,21,neutral,30
TSLA,11/17/2021,0.123261183,bullish,8,1,6,bullish,15
BTC,11/17/2021,0.050912037,bullish,10,4,22,neutral,36
AAPL,11/18/2021,0.143995053,bullish,9,1,4,bullish,14
MSFT,11/18/2021,0.08463447,bullish,6,0,10,neutral,16
GOOGL,11/18/2021,0.056097936,bullish,6,2,15,neutral,23
AMZN,11/18/2021,0.111223665,bullish,8,0,7,bullish,15
NVDA,11/18/2021,0.061295495,bullish,3,1,5,neutral,9
META,11/18/2021,0.020499278,neutral,8,4,23,neutral,35
TSLA,11/18/2021,0.046338384,neutral,3,2,11,neutral,16
BTC,11/18/2021,0.085667783,bullish,13,2,17,neutral,32
AAPL,11/19/2021,0.035010696,neutral,7,3,9,neutral,19
MSFT,11/19/2021,0.079485522,bullish,7,0,8,neutral,15
GOOGL,11/19/2021,0.024576197,neutral,5,3,15,neutral,23
AMZN,11/19/2021,0.095438913,bullish,8,1,9,neutral,18
NVDA,11/19/2021,0.098749399,bullish,6,1,5,bullish,12
META,11/19/2021,0.003735095,neutral,7,6,25,neutral,38
TSLA,11/19/2021,0.040945166,neutral,4,2,8,neutral,14
BTC,11/19/2021,0.098800834,bullish,17,3,17,bullish,37
AAPL,11/22/2021,0.050314685,bullish,3,2,8,neutral,13
MSFT,11/22/2021,0.091179654,bullish,3,0,7,neutral,10
GOOGL,11/22/2021,0.011709957,neutral,4,3,14,neutral,21
AMZN,11/22/2021,0.081547619,bullish,3,1,3,bullish,7
NVDA,11/22/2021,0.103333333,bullish,2,0,3,neutral,5
META,11/22/2021,0.051202702,bullish,10,5,9,bullish,24
TSLA,11/22/2021,0.060474988,bullish,6,2,4,bullish,12
BTC,11/22/2021,0.045706415,neutral,13,2,18,neutral,33
AAPL,11/23/2021,0.072319073,bullish,5,2,10,neutral,17
MSFT,11/23/2021,0.076468531,bullish,2,0,11,neutral,13
GOOGL,11/23/2021,-0.020564394,neutral,3,3,14,neutral,20
AMZN,11/23/2021,0.024242424,neutral,2,1,8,neutral,11
NVDA,11/23/2021,0.086111111,bullish,2,0,4,neutral,6
META,11/23/2021,0.065923243,bullish,7,2,17,neutral,26
TSLA,11/23/2021,0.102222222,bullish,7,1,3,bullish,11
BTC,11/23/2021,0.073739251,bullish,16,1,22,neutral,39
AAPL,11/24/2021,0.025640523,neutral,3,2,12,neutral,17
MSFT,11/24/2021,0.071505051,bullish,4,2,9,neutral,15
GOOGL,11/24/2021,0.058194625,bullish,9,4,7,bullish,20
AMZN,11/24/2021,0.034271284,neutral,3,1,7,neutral,11
NVDA,11/24/2021,0.102222222,bullish,2,0,4,neutral,6
META,11/24/2021,-0.001304348,neutral,3,5,15,neutral,23
TSLA,11/24/2021,0.030208754,neutral,4,2,9,neutral,15
BTC,11/24/2021,0.048678375,neutral,11,1,21,neutral,33
AAPL,11/25/2021,-0.003240741,neutral,2,3,10,neutral,15
MSFT,11/25/2021,-0.010725941,neutral,3,5,5,bearish,13
GOOGL,11/25/2021,0.078759019,bullish,9,2,9,bullish,20
AMZN,11/25/2021,-0.001269841,neutral,1,1,3,neutral,5
NVDA,11/25/2021,0.07,bullish,1,0,3,neutral,4
META,11/25/2021,0.035179513,neutral,8,4,11,neutral,23
TSLA,11/25/2021,0.017481481,neutral,3,2,10,neutral,15
BTC,11/25/2021,-0.026732804,bearish,1,3,24,neutral,28
AAPL,11/26/2021,0.008052249,neutral,2,3,7,neutral,12
MSFT,11/26/2021,-0.01483658,neutral,2,3,5,neutral,10
GOOGL,11/26/2021,0.006024151,neutral,5,3,11,neutral,19
AMZN,11/26/2021,-0.048611111,bearish,0,2,2,bearish,4
NVDA,11/26/2021,-0.018181818,neutral,0,0,1,neutral,1
META,11/26/2021,0.052887971,bullish,8,0,14,neutral,22
TSLA,11/26/2021,0.048717949,neutral,4,0,9,neutral,13
BTC,11/26/2021,0.067069024,bullish,9,2,19,neutral,30
AAPL,11/29/2021,0.012999038,neutral,4,1,7,neutral,12
MSFT,11/29/2021,0.052770047,bullish,5,0,9,neutral,14
GOOGL,11/29/2021,0.018857405,neutral,6,4,12,neutral,22
AMZN,11/29/2021,0.073863636,bullish,3,2,3,bullish,8
NVDA,11/29/2021,0,neutral,0,0,4,neutral,4
META,11/29/2021,0.006793762,neutral,6,5,15,neutral,26
TSLA,11/29/2021,0.078890831,bullish,5,1,7,neutral,13
BTC,11/29/2021,0.033336941,neutral,7,6,15,neutral,28
AAPL,11/30/2021,0.025641026,neutral,4,1,8,neutral,13
MSFT,11/30/2021,0.048364282,neutral,8,2,9,neutral,19
GOOGL,11/30/2021,0.039098438,neutral,4,1,18,neutral,23
AMZN,11/30/2021,0.090356692,bullish,7,3,6,bullish,16
NVDA,11/30/2021,0.097515152,bullish,3,0,2,bullish,5
META,11/30/2021,0.028959929,neutral,6,2,18,neutral,26
TSLA,11/30/2021,0.063038721,bullish,6,2,7,neutral,15
BTC,11/30/2021,0.032569512,neutral,8,8,15,neutral,31
AAPL,12/1/2021,0.087222222,bullish,4,1,3,bullish,8
MSFT,12/1/2021,0.078511504,bullish,8,3,7,bullish,18
GOOGL,12/1/2021,-0.019502165,neutral,2,1,17,neutral,20
AMZN,12/1/2021,0.052488215,bullish,6,3,6,bullish,15
NVDA,12/1/2021,0.176320346,bullish,5,1,1,bullish,7
META,12/1/2021,0.008357297,neutral,5,4,19,neutral,28
TSLA,12/1/2021,0.039559229,neutral,4,1,6,neutral,11
BTC,12/1/2021,0.04333004,neutral,5,3,15,neutral,23
AAPL,12/2/2021,0.006244589,neutral,4,2,8,neutral,14
MSFT,12/2/2021,0.114199134,bullish,5,1,8,neutral,14
GOOGL,12/2/2021,-0.030615243,bearish,4,5,13,neutral,22
AMZN,12/2/2021,0.027501943,neutral,3,2,8,neutral,13
NVDA,12/2/2021,0.149333333,bullish,2,1,2,bullish,5
META,12/2/2021,0.025302819,neutral,10,7,21,neutral,38
TSLA,12/2/2021,0.015151515,neutral,2,0,10,neutral,12
BTC,12/2/2021,0.049107143,neutral,9,3,16,neutral,28
AAPL,12/3/2021,0.005926916,neutral,3,1,13,neutral,17
MSFT,12/3/2021,0.006565657,neutral,2,1,9,neutral,12
GOOGL,12/3/2021,0.045656566,neutral,8,3,10,neutral,21
AMZN,12/3/2021,0.025641026,neutral,1,0,12,neutral,13
NVDA,12/3/2021,0.01030303,neutral,2,3,1,bearish,6
META,12/3/2021,0.047334668,neutral,10,4,20,neutral,34
TSLA,12/3/2021,0.007244318,neutral,1,0,15,neutral,16
BTC,12/3/2021,0.093741582,bullish,13,1,10,bullish,24
AAPL,12/6/2021,0.093181818,bullish,6,1,9,neutral,16
MSFT,12/6/2021,0.015593434,neutral,3,2,7,neutral,12
GOOGL,12/6/2021,-0.015907803,neutral,4,4,13,neutral,21
AMZN,12/6/2021,0.05,neutral,1,2,2,bearish,5
NVDA,12/6/2021,0,neutral,0,0,0,neutral,0
META,12/6/2021,0.043525819,neutral,7,1,20,neutral,28
TSLA,12/6/2021,-0.036363636,bearish,0,2,9,neutral,11
BTC,12/6/2021,0.02665368,neutral,6,7,22,neutral,35
AAPL,12/7/2021,-0.004598765,neutral,4,8,12,neutral,24
MSFT,12/7/2021,0.061136364,bullish,5,1,9,neutral,15
GOOGL,12/7/2021,-0.008439394,neutral,1,4,15,neutral,20
AMZN,12/7/2021,0.027302243,neutral,3,3,5,neutral,11
NVDA,12/7/2021,0,neutral,0,0,0,neutral,0
META,12/7/2021,0.061693671,bullish,10,2,23,neutral,35
TSLA,12/7/2021,0.045833333,neutral,4,2,10,neutral,16
BTC,12/7/2021,0.046838453,neutral,11,6,25,neutral,42
AAPL,12/8/2021,-0.021187634,neutral,4,7,11,neutral,22
MSFT,12/8/2021,0.0361822,neutral,6,1,10,neutral,17
GOOGL,12/8/2021,0.033096179,neutral,4,3,16,neutral,23
AMZN,12/8/2021,0.042076257,neutral,4,2,7,neutral,13
NVDA,12/8/2021,0.106666667,bullish,2,0,3,neutral,5
META,12/8/2021,0.06739899,bullish,13,3,24,neutral,40
TSLA,12/8/2021,0.087272727,bullish,5,1,9,neutral,15
BTC,12/8/2021,0.090580808,bullish,14,4,16,neutral,34
AAPL,12/9/2021,0.074440961,bullish,8,2,19,neutral,29
MSFT,12/9/2021,-0.010724896,neutral,3,4,10,neutral,17
GOOGL,12/9/2021,0.083607504,bullish,5,1,18,neutral,24
AMZN,12/9/2021,0.061794872,bullish,3,2,8,neutral,13
NVDA,12/9/2021,0.144444444,bullish,3,0,3,bullish,6
META,12/9/2021,0.059477994,bullish,14,4,22,neutral,40
TSLA,12/9/2021,0.030891775,neutral,4,2,9,neutral,15
BTC,12/9/2021,0.083418786,bullish,11,4,17,neutral,32
AAPL,12/10/2021,0.110294913,bullish,10,3,11,neutral,24
MSFT,12/10/2021,0.037521886,neutral,3,3,9,neutral,15
GOOGL,12/10/2021,0.087485242,bullish,6,0,16,neutral,22
AMZN,12/10/2021,0.073333333,bullish,2,1,3,neutral,6
NVDA,12/10/2021,0.333333333,bullish,1,0,0,bullish,1
META,12/10/2021,0.01966226,neutral,10,4,23,neutral,37
TSLA,12/10/2021,0.0800481,bullish,6,1,5,bullish,12
BTC,12/10/2021,0.05708523,bullish,10,3,18,neutral,31
AAPL,12/13/2021,0.078516746,bullish,8,1,10,neutral,19
MSFT,12/13/2021,0.083128538,bullish,5,2,6,neutral,13
GOOGL,12/13/2021,-0.000535354,neutral,4,6,10,neutral,20
AMZN,12/13/2021,0.035714286,neutral,2,3,7,neutral,12
NVDA,12/13/2021,0.022626263,neutral,1,0,2,neutral,3
META,12/13/2021,0.055532915,bullish,13,4,12,bullish,29
TSLA,12/13/2021,0.017929293,neutral,1,2,8,neutral,11
BTC,12/13/2021,-0.007933333,neutral,5,6,14,neutral,25
AAPL,12/14/2021,0.094931129,bullish,9,0,13,neutral,22
MSFT,12/14/2021,0.166619318,bullish,7,0,9,neutral,16
